item,type,driver,column,row,x_min,x_max,y_min,y_max,source_level,note,module,part_group,x_center,y_center,z_center,diameter,radius,cut_axis,feature_class,assembly_label,component_name,component_path,parent_component,parent_transform_found,fixed,matrix_status,local_x_mm,local_y_mm,local_z_mm,raw_transform_x_center,raw_transform_y_center,raw_transform_z_center,bbox_center_x,bbox_center_y,bbox_center_z,z_min,z_max,x_len,y_len,z_len,geometry_source,step_source,width_variant_adjustment,door_height,template_name,template_source,template_source_length,template_scale_y,hardware_type,y_relation,y_offset,template_unit,template_height,door_width,flat_width,flat_height,sheet_thickness,return_depth,lock_hole_center_x,lock_hole_center_y,lock_mount_hole_policy,hinge_axis_x,bend_id,bend_radius,flat_extra_mm,formed_length_mm,bend_angle_deg,line_axis
SW_door_hardware_plastic_bushing_05_L06,door_hardware_step_repositioned,door_local_coordinate,L,6,,,,,validated_exact_door_hardware_step,real hardware geometry from selected gold door assembly; y position follows door-local relation,,,-467.0,1559.0,-7.0,,,,,,,,,,,,,,,,,,,,,,,13.0,7.0,13.0,,,,298.0,,C:\sw16029_standard_ascii\door_2_12_assembly_exact.step,,,plastic_bushing,bottom_from_half,2.0,2/12,298.0,,,,,,,,,,,,,,,
SW_door_hardware_door_hinge_pin_06_L06,door_hardware_step_repositioned,door_local_coordinate,L,6,,,,,validated_exact_door_hardware_step,real hardware geometry from selected gold door assembly; y position follows door-local relation,,,-467.0,1547.3,-7.0,,,,,,,,,,,,,,,,,,,,,,,6.0,87.0,6.0,,,,298.0,,C:\sw16029_standard_ascii\door_2_12_assembly_exact.step,,,door_hinge_pin,bottom_from_half,-9.7,2/12,298.0,,,,,,,,,,,,,,,
SW_door_hardware_hinge_retainer_plate_07_L06,door_hardware_step_repositioned,door_local_coordinate,L,6,,,,,validated_exact_door_hardware_step,real hardware geometry from selected gold door assembly; y position follows door-local relation,,,-467.0,1825.3,-7.724,,,,,,,,,,,,,,,,,,,,,,,10.0,0.8,8.553,,,,298.0,,C:\sw16029_standard_ascii\door_2_12_assembly_exact.step,,,hinge_retainer_plate,top_from_half,-29.7,2/12,298.0,,,,,,,,,,,,,,,
SW_door_hardware_hinge_retainer_plate_08_L06,door_hardware_step_repositioned,door_local_coordinate,L,6,,,,,validated_exact_door_hardware_step,real hardware geometry from selected gold door assembly; y position follows door-local relation,,,-467.0,1586.2,-7.724,,,,,,,,,,,,,,,,,,,,,,,10.0,0.8,8.553,,,,298.0,,C:\sw16029_standard_ascii\door_2_12_assembly_exact.step,,,hinge_retainer_plate,bottom_from_half,29.2,2/12,298.0,,,,,,,,,,,,,,,
SW_door_hardware_electric_lock_hook_09_L06,door_hardware_step_repositioned,door_local_coordinate,L,6,,,,,validated_exact_door_hardware_step,real hardware geometry from selected gold door assembly; y position follows door-local relation,,,-55.0,1706.0,-25.944,,,,,,,,,,,,,,,,,,,,,,,20.55,34.04,29.288,,,,298.0,,C:\sw16029_standard_ascii\door_2_12_assembly_exact.step,,,electric_lock_hook,center_offset,0.0,2/12,298.0,,,,,,,,,,,,,,,
SW_exact_sheetmetal_door_panel_door_2_12_panel_template_L06,door_module,door_local_coordinate,L,6,,,1557.0,1855.0,validated_solidworks_panel_step,"door drives panel, weldment, rib, lock, hinge and local hardware references",,,-258.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.0,door_2_12_panel_template,C:\sw16029_standard_ascii\door_2_12_assembly.step,,1.0,,,,,298.0,437.0,475.4,334.4,0.8,15.0,-55.0,1706.0,enabled_by_2_12_dxf_and_step_signature,-467.0,,,,,,
META_left_vertical_bend_L06,door_bend_semantic_feature,door_local_coordinate,L,6,-477.6,-476.4,1557.0,1855.0,ordinary_door_bend_semantic_gold_verified,left side return bend; flat extra each side = 19.2; semantic feature verified from ordinary 1/12..6/12 DXF flat size and generated formed bbox,,,-477.0,1706.0,0.8,,,,,,,,,,,,,,,,,,,,,,,1.2,298.0,1.2,,,,298.0,,,,,,,,,,,475.4,334.4,0.8,15.0,,,,,left_vertical_bend,1.0,19.2,298.0,90,Y
META_right_vertical_bend_L06,door_bend_semantic_feature,door_local_coordinate,L,6,-40.6,-39.4,1557.0,1855.0,ordinary_door_bend_semantic_gold_verified,right side return bend; flat extra each side = 19.2; semantic feature verified from ordinary 1/12..6/12 DXF flat size and generated formed bbox,,,-40.0,1706.0,0.8,,,,,,,,,,,,,,,,,,,,,,,1.2,298.0,1.2,,,,298.0,,,,,,,,,,,475.4,334.4,0.8,15.0,,,,,right_vertical_bend,1.0,19.2,298.0,90,Y
META_bottom_horizontal_bend_L06,door_bend_semantic_feature,door_local_coordinate,L,6,-477.0,-40.0,1556.4,1557.6,ordinary_door_bend_semantic_gold_verified,bottom return bend; flat extra each end = 18.2; semantic feature verified from ordinary 1/12..6/12 DXF flat size and generated formed bbox,,,-258.5,1557.0,0.8,,,,,,,,,,,,,,,,,,,,,,,437.0,1.2,1.2,,,,298.0,,,,,,,,,,,475.4,334.4,0.8,15.0,,,,,bottom_horizontal_bend,1.0,18.2,437.0,90,X
META_top_horizontal_bend_L06,door_bend_semantic_feature,door_local_coordinate,L,6,-477.0,-40.0,1854.4,1855.6,ordinary_door_bend_semantic_gold_verified,top return bend; flat extra each end = 18.2; semantic feature verified from ordinary 1/12..6/12 DXF flat size and generated formed bbox,,,-258.5,1855.0,0.8,,,,,,,,,,,,,,,,,,,,,,,437.0,1.2,1.2,,,,298.0,,,,,,,,,,,475.4,334.4,0.8,15.0,,,,,top_horizontal_bend,1.0,18.2,437.0,90,X
REF_lock_hole_center_L06,lock_hole_reference,door_local_coordinate,L,6,-57.0,-53.0,1704.0,1708.0,gold_standard_sw_transform_step_verified,ordinary 1/12..6/12 lock center basis; SW v002 and exact STEP verify lock-side hardware local_y=0 = door center,,,-55.0,1706.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.0,,,,,,,,,,,,,,,,,,,,,,,,
REF_lock_mount_hole_upper_L06,lock_mount_hole_reference,door_local_coordinate,L,6,-56.0,-54.0,1730.0,1732.0,dxf_step_verified_only_for_2_12_panel,R1 lock mount hole pair exists in 2/12 door panel DXF and STEP signature,,,-55.0,1731.0,0.2,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,298.0,,,,,,,,,,,,,,,,,,,,,,,,
REF_lock_mount_hole_lower_L06,lock_mount_hole_reference,door_local_coordinate,L,6,-56.0,-54.0,1680.0,1682.0,dxf_step_verified_only_for_2_12_panel,R1 lock mount hole pair exists in 2/12 door panel DXF and STEP signature,,,-55.0,1681.0,0.2,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,298.0,,,,,,,,,,,,,,,,,,,,,,,,
REF_side_arc_relief_L06,side_arc_relief_cut,door_local_coordinate,L,6,-42.0,-38.0,1704.0,1708.0,gold_dxf_flat_pattern_semantic,R2 side relief arc from ordinary door panel DXF; visible geometry cut in folded panel,,,-40.0,1706.0,0.2,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,298.0,,,,,,,,,,,,,,,,,,,,,,,,
REF_electric_lock_hook_L06,lock_hook_reference,door_local_coordinate,L,6,-59.0,-51.0,1700.0,1712.0,gold_standard_sw_transform_step_verified,door-local dx=203.5 dy=0 dz=-11.3; verified from SolidWorks v002 transform and exact STEP centered candidate,,,-55.0,1706.0,-11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.0,,,,,,,,,,,,,,,,,,,,,,,,
REF_u_lock_hook_pad_L06,lock_pad_reference,door_local_coordinate,L,6,-61.0,-49.0,1696.0,1716.0,gold_standard_sw_transform_step_verified,door-local dx=203.5 dy=0 dz=-10.5; verified from SolidWorks v002 transform and exact STEP centered candidate,,,-55.0,1706.0,-10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.0,,,,,,,,,,,,,,,,,,,,,,,,
REF_plastic_bushing_top_L06,plastic_bushing_reference,door_local_coordinate,L,6,-471.0,-463.0,1852.5,1860.5,ordinary_door_series_hardware_relation_gold_verified,door-local hinge-side top bushing reference; series audit verifies y = door_center_y + door_height/2 + 1.5,,,-467.0,1856.5,-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.0,,,,,,,,,,,,,,,,,,,,,,,,
REF_hinge_panel_hole_top_L06,hinge_panel_hole_reference,door_local_coordinate,L,6,-472.1,-461.9,1855.5,1865.7,gold_dxf_flat_pattern_semantic,hinge-side panel hole r=5.1; y = door_center_y + door_height/2 + 5.6,,,-467.0,1860.6,0.2,,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,298.0,,,,,,,,,,,,,,,,,,,,,,,,
REF_plastic_bushing_bottom_L06,plastic_bushing_reference,door_local_coordinate,L,6,-471.0,-463.0,1551.5,1559.5,ordinary_door_series_hardware_relation_gold_verified,door-local hinge-side bottom bushing reference; series audit verifies y = door_center_y - door_height/2 - 1.5,,,-467.0,1555.5,-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.0,,,,,,,,,,,,,,,,,,,,,,,,
REF_hinge_panel_hole_bottom_L06,hinge_panel_hole_reference,door_local_coordinate,L,6,-472.1,-461.9,1546.3,1556.5,gold_dxf_flat_pattern_semantic,hinge-side panel hole r=5.1; y = door_center_y - door_height/2 - 5.6,,,-467.0,1551.4,0.2,,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,298.0,,,,,,,,,,,,,,,,,,,,,,,,
REF_hinge_pin_bottom_L06,hinge_pin_reference,door_local_coordinate,L,6,-470.0,-464.0,1540.3,1554.3,ordinary_door_series_hardware_relation_gold_verified,door-local lower hinge pin reference; series audit verifies y = door_center_y - door_height/2 - 9.7,,,-467.0,1547.3,-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.0,,,,,,,,,,,,,,,,,,,,,,,,
REF_circlip_top_L06,circlip_reference,door_local_coordinate,L,6,-472.0,-462.0,1825.3,1826.1,ordinary_door_series_hardware_relation_gold_verified,door-local top circlip reference; series audit verifies y = door_center_y + door_height/2 - 29.3,,,-467.0,1825.7,-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.0,,,,,,,,,,,,,,,,,,,,,,,,
REF_circlip_bottom_L06,circlip_reference,door_local_coordinate,L,6,-472.0,-462.0,1586.2,1587.0,ordinary_door_series_hardware_relation_gold_verified,door-local bottom circlip reference; series audit verifies y = door_center_y - door_height/2 + 29.6,,,-467.0,1586.6,-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.0,,,,,,,,,,,,,,,,,,,,,,,,
SW_rebuilt_sheetmetal_rib_rib_2_12_gold_step_R01,door_rib,door_local_coordinate,R,1,,,,,validated_solidworks_step,"rib length = door_height - 10.5; exact STEP when available, otherwise scaled from nearest rib template",,,258.5,181.0,,,,,,,,,,,,,,,,,,,,,,-14.8,-0.8,88.4,287.5,14.0,,,,298.0,rib_2_12_gold_step,C:\sw16029_standard_ascii\rib_2_12.step,287.5,1.0,,,,,,,,,,,,,,,,,,,,
SW_door_hardware_latch_mount_plate_01_R01,door_hardware_step_repositioned,door_local_coordinate,R,1,,,,,validated_exact_door_hardware_step,real hardware geometry from selected gold door assembly; y position follows door-local relation,,,467.0,315.2,-7.4,,,,,,,,,,,,,,,,,,,,,,,18.0,28.0,13.2,,,,298.0,,C:\sw16029_standard_ascii\door_2_12_assembly_exact.step,,,latch_mount_plate,top_from_half,-14.8,2/12,298.0,,,,,,,,,,,,,,,
SW_door_hardware_latch_mount_plate_02_R01,door_hardware_step_repositioned,door_local_coordinate,R,1,,,,,validated_exact_door_hardware_step,real hardware geometry from selected gold door assembly; y position follows door-local relation,,,467.0,46.8,-7.4,,,,,,,,,,,,,,,,,,,,,,,18.0,28.0,13.2,,,,298.0,,C:\sw16029_standard_ascii\door_2_12_assembly_exact.step,,,latch_mount_plate,bottom_from_half,14.8,2/12,298.0,,,,,,,,,,,,,,,
SW_door_hardware_u_lock_hook_pad_03_R01,door_hardware_step_repositioned,door_local_coordinate,R,1,,,,,validated_exact_door_hardware_step,real hardware geometry from selected gold door assembly; y position follows door-local relation,,,55.0,181.0,-6.05,,,,,,,,,,,,,,,,,,,,,,,24.8,70.0,10.5,,,,298.0,,C:\sw16029_standard_ascii\door_2_12_assembly_exact.step,,,u_lock_hook_pad,center_offset,0.0,2/12,298.0,,,,,,,,,,,,,,,
SW_door_hardware_plastic_bushing_04_R01,door_hardware_step_repositioned,door_local_coordinate,R,1,,,,,validated_exact_door_hardware_step,real hardware geometry from selected gold door assembly; y position follows door-local relation,,,467.0,328.0,-7.0,,,,,,,,,,,,,,,,,,,,,,,13.0,7.0,13.0,,,,298.0,,C:\sw16029_standard_ascii\door_2_12_assembly_exact.step,,,plastic_bushing,top_from_half,-2.0,2/12,298.0,,,,,,,,,,,,,,,
SW_door_hardware_plastic_bushing_05_R01,door_hardware_step_repositioned,door_local_coordinate,R,1,,,,,validated_exact_door_hardware_step,real hardware geometry from selected gold door assembly; y position follows door-local relation,,,467.0,34.0,-7.0,,,,,,,,,,,,,,,,,,,,,,,13.0,7.0,13.0,,,,298.0,,C:\sw16029_standard_ascii\door_2_12_assembly_exact.step,,,plastic_bushing,bottom_from_half,2.0,2/12,298.0,,,,,,,,,,,,,,,
SW_door_hardware_door_hinge_pin_06_R01,door_hardware_step_repositioned,door_local_coordinate,R,1,,,,,validated_exact_door_hardware_step,real hardware geometry from selected gold door assembly; y position follows door-local relation,,,467.0,22.3,-7.0,,,,,,,,,,,,,,,,,,,,,,,6.0,87.0,6.0,,,,298.0,,C:\sw16029_standard_ascii\door_2_12_assembly_exact.step,,,door_hinge_pin,bottom_from_half,-9.7,2/12,298.0,,,,,,,,,,,,,,,
SW_door_hardware_hinge_retainer_plate_07_R01,door_hardware_step_repositioned,door_local_coordinate,R,1,,,,,validated_exact_door_hardware_step,real hardware geometry from selected gold door assembly; y position follows door-local relation,,,467.0,300.3,-7.724,,,,,,,,,,,,,,,,,,,,,,,10.0,0.8,8.553,,,,298.0,,C:\sw16029_standard_ascii\door_2_12_assembly_exact.step,,,hinge_retainer_plate,top_from_half,-29.7,2/12,298.0,,,,,,,,,,,,,,,
SW_door_hardware_hinge_retainer_plate_08_R01,door_hardware_step_repositioned,door_local_coordinate,R,1,,,,,validated_exact_door_hardware_step,real hardware geometry from selected gold door assembly; y position follows door-local relation,,,467.0,61.2,-7.724,,,,,,,,,,,,,,,,,,,,,,,10.0,0.8,8.553,,,,298.0,,C:\sw16029_standard_ascii\door_2_12_assembly_exact.step,,,hinge_retainer_plate,bottom_from_half,29.2,2/12,298.0,,,,,,,,,,,,,,,
SW_door_hardware_electric_lock_hook_09_R01,door_hardware_step_repositioned,door_local_coordinate,R,1,,,,,validated_exact_door_hardware_step,real hardware geometry from selected gold door assembly; y position follows door-local relation,,,55.0,181.0,-25.944,,,,,,,,,,,,,,,,,,,,,,,20.55,34.04,29.288,,,,298.0,,C:\sw16029_standard_ascii\door_2_12_assembly_exact.step,,,electric_lock_hook,center_offset,0.0,2/12,298.0,,,,,,,,,,,,,,,
SW_exact_sheetmetal_door_panel_door_2_12_panel_template_R01,door_module,door_local_coordinate,R,1,,,32.0,330.0,validated_solidworks_panel_step,"door drives panel, weldment, rib, lock, hinge and local hardware references",,,258.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.0,door_2_12_panel_template,C:\sw16029_standard_ascii\door_2_12_assembly.step,,1.0,,,,,298.0,437.0,475.4,334.4,0.8,15.0,55.0,181.0,enabled_by_2_12_dxf_and_step_signature,467.0,,,,,,
META_left_vertical_bend_R01,door_bend_semantic_feature,door_local_coordinate,R,1,39.4,40.6,32.0,330.0,ordinary_door_bend_semantic_gold_verified,left side return bend; flat extra each side = 19.2; semantic feature verified from ordinary 1/12..6/12 DXF flat size and generated formed bbox,,,40.0,181.0,0.8,,,,,,,,,,,,,,,,,,,,,,,1.2,298.0,1.2,,,,298.0,,,,,,,,,,,475.4,334.4,0.8,15.0,,,,,left_vertical_bend,1.0,19.2,298.0,90,Y
META_right_vertical_bend_R01,door_bend_semantic_feature,door_local_coordinate,R,1,476.4,477.6,32.0,330.0,ordinary_door_bend_semantic_gold_verified,right side return bend; flat extra each side = 19.2; semantic feature verified from ordinary 1/12..6/12 DXF flat size and generated formed bbox,,,477.0,181.0,0.8,,,,,,,,,,,,,,,,,,,,,,,1.2,298.0,1.2,,,,298.0,,,,,,,,,,,475.4,334.4,0.8,15.0,,,,,right_vertical_bend,1.0,19.2,298.0,90,Y
META_bottom_horizontal_bend_R01,door_bend_semantic_feature,door_local_coordinate,R,1,40.0,477.0,31.4,32.6,ordinary_door_bend_semantic_gold_verified,bottom return bend; flat extra each end = 18.2; semantic feature verified from ordinary 1/12..6/12 DXF flat size and generated formed bbox,,,258.5,32.0,0.8,,,,,,,,,,,,,,,,,,,,,,,437.0,1.2,1.2,,,,298.0,,,,,,,,,,,475.4,334.4,0.8,15.0,,,,,bottom_horizontal_bend,1.0,18.2,437.0,90,X
META_top_horizontal_bend_R01,door_bend_semantic_feature,door_local_coordinate,R,1,40.0,477.0,329.4,330.6,ordinary_door_bend_semantic_gold_verified,top return bend; flat extra each end = 18.2; semantic feature verified from ordinary 1/12..6/12 DXF flat size and generated formed bbox,,,258.5,330.0,0.8,,,,,,,,,,,,,,,,,,,,,,,437.0,1.2,1.2,,,,298.0,,,,,,,,,,,475.4,334.4,0.8,15.0,,,,,top_horizontal_bend,1.0,18.2,437.0,90,X
REF_lock_hole_center_R01,lock_hole_reference,door_local_coordinate,R,1,53.0,57.0,179.0,183.0,gold_standard_sw_transform_step_verified,ordinary 1/12..6/12 lock center basis; SW v002 and exact STEP verify lock-side hardware local_y=0 = door center,,,55.0,181.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.0,,,,,,,,,,,,,,,,,,,,,,,,
REF_lock_mount_hole_upper_R01,lock_mount_hole_reference,door_local_coordinate,R,1,54.0,56.0,205.0,207.0,dxf_step_verified_only_for_2_12_panel,R1 lock mount hole pair exists in 2/12 door panel DXF and STEP signature,,,55.0,206.0,0.2,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,298.0,,,,,,,,,,,,,,,,,,,,,,,,
REF_lock_mount_hole_lower_R01,lock_mount_hole_reference,door_local_coordinate,R,1,54.0,56.0,155.0,157.0,dxf_step_verified_only_for_2_12_panel,R1 lock mount hole pair exists in 2/12 door panel DXF and STEP signature,,,55.0,156.0,0.2,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,298.0,,,,,,,,,,,,,,,,,,,,,,,,
REF_side_arc_relief_R01,side_arc_relief_cut,door_local_coordinate,R,1,38.0,42.0,179.0,183.0,gold_dxf_flat_pattern_semantic,R2 side relief arc from ordinary door panel DXF; visible geometry cut in folded panel,,,40.0,181.0,0.2,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,298.0,,,,,,,,,,,,,,,,,,,,,,,,
REF_electric_lock_hook_R01,lock_hook_reference,door_local_coordinate,R,1,51.0,59.0,175.0,187.0,gold_standard_sw_transform_step_verified,door-local dx=203.5 dy=0 dz=-11.3; verified from SolidWorks v002 transform and exact STEP centered candidate,,,55.0,181.0,-11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.0,,,,,,,,,,,,,,,,,,,,,,,,
REF_u_lock_hook_pad_R01,lock_pad_reference,door_local_coordinate,R,1,49.0,61.0,171.0,191.0,gold_standard_sw_transform_step_verified,door-local dx=203.5 dy=0 dz=-10.5; verified from SolidWorks v002 transform and exact STEP centered candidate,,,55.0,181.0,-10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.0,,,,,,,,,,,,,,,,,,,,,,,,
REF_plastic_bushing_top_R01,plastic_bushing_reference,door_local_coordinate,R,1,463.0,471.0,327.5,335.5,ordinary_door_series_hardware_relation_gold_verified,door-local hinge-side top bushing reference; series audit verifies y = door_center_y + door_height/2 + 1.5,,,467.0,331.5,-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.0,,,,,,,,,,,,,,,,,,,,,,,,
REF_hinge_panel_hole_top_R01,hinge_panel_hole_reference,door_local_coordinate,R,1,461.9,472.1,330.5,340.7,gold_dxf_flat_pattern_semantic,hinge-side panel hole r=5.1; y = door_center_y + door_height/2 + 5.6,,,467.0,335.6,0.2,,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,298.0,,,,,,,,,,,,,,,,,,,,,,,,
REF_plastic_bushing_bottom_R01,plastic_bushing_reference,door_local_coordinate,R,1,463.0,471.0,26.5,34.5,ordinary_door_series_hardware_relation_gold_verified,door-local hinge-side bottom bushing reference; series audit verifies y = door_center_y - door_height/2 - 1.5,,,467.0,30.5,-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.0,,,,,,,,,,,,,,,,,,,,,,,,
REF_hinge_panel_hole_bottom_R01,hinge_panel_hole_reference,door_local_coordinate,R,1,461.9,472.1,21.3,31.5,gold_dxf_flat_pattern_semantic,hinge-side panel hole r=5.1; y = door_center_y - door_height/2 - 5.6,,,467.0,26.4,0.2,,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,298.0,,,,,,,,,,,,,,,,,,,,,,,,
REF_hinge_pin_bottom_R01,hinge_pin_reference,door_local_coordinate,R,1,464.0,470.0,15.3,29.3,ordinary_door_series_hardware_relation_gold_verified,door-local lower hinge pin reference; series audit verifies y = door_center_y - door_height/2 - 9.7,,,467.0,22.3,-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.0,,,,,,,,,,,,,,,,,,,,,,,,
REF_circlip_top_R01,circlip_reference,door_local_coordinate,R,1,462.0,472.0,300.3,301.1,ordinary_door_series_hardware_relation_gold_verified,door-local top circlip reference; series audit verifies y = door_center_y + door_height/2 - 29.3,,,467.0,300.7,-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.0,,,,,,,,,,,,,,,,,,,,,,,,
REF_circlip_bottom_R01,circlip_reference,door_local_coordinate,R,1,462.0,472.0,61.2,62.0,ordinary_door_series_hardware_relation_gold_verified,door-local bottom circlip reference; series audit verifies y = door_center_y - door_height/2 + 29.6,,,467.0,61.6,-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.0,,,,,,,,,,,,,,,,,,,,,,,,
SW_rebuilt_sheetmetal_rib_rib_2_12_gold_step_R02,door_rib,door_local_coordinate,R,2,,,,,validated_solidworks_step,"rib length = door_height - 10.5; exact STEP when available, otherwise scaled from nearest rib template",,,258.5,486.0,,,,,,,,,,,,,,,,,,,,,,-14.8,-0.8,88.4,287.5,14.0,,,,298.0,rib_2_12_gold_step,C:\sw16029_standard_ascii\rib_2_12.step,287.5,1.0,,,,,,,,,,,,,,,,,,,,
SW_door_hardware_latch_mount_plate_01_R02,door_hardware_step_repositioned,door_local_coordinate,R,2,,,,,validated_exact_door_hardware_step,real hardware geometry from selected gold door assembly; y position follows door-local relation,,,467.0,620.2,-7.4,,,,,,,,,,,,,,,,,,,,,,,18.0,28.0,13.2,,,,298.0,,C:\sw16029_standard_ascii\door_2_12_assembly_exact.step,,,latch_mount_plate,top_from_half,-14.8,2/12,298.0,,,,,,,,,,,,,,,
SW_door_hardware_latch_mount_plate_02_R02,door_hardware_step_repositioned,door_local_coordinate,R,2,,,,,validated_exact_door_hardware_step,real hardware geometry from selected gold door assembly; y position follows door-local relation,,,467.0,351.8,-7.4,,,,,,,,,,,,,,,,,,,,,,,18.0,28.0,13.2,,,,298.0,,C:\sw16029_standard_ascii\door_2_12_assembly_exact.step,,,latch_mount_plate,bottom_from_half,14.8,2/12,298.0,,,,,,,,,,,,,,,
SW_door_hardware_u_lock_hook_pad_03_R02,door_hardware_step_repositioned,door_local_coordinate,R,2,,,,,validated_exact_door_hardware_step,real hardware geometry from selected gold door assembly; y position follows door-local relation,,,55.0,486.0,-6.05,,,,,,,,,,,,,,,,,,,,,,,24.8,70.0,10.5,,,,298.0,,C:\sw16029_standard_ascii\door_2_12_assembly_exact.step,,,u_lock_hook_pad,center_offset,0.0,2/12,298.0,,,,,,,,,,,,,,,
SW_door_hardware_plastic_bushing_04_R02,door_hardware_step_repositioned,door_local_coordinate,R,2,,,,,validated_exact_door_hardware_step,real hardware geometry from selected gold door assembly; y position follows door-local relation,,,467.0,633.0,-7.0,,,,,,,,,,,,,,,,,,,,,,,13.0,7.0,13.0,,,,298.0,,C:\sw16029_standard_ascii\door_2_12_assembly_exact.step,,,plastic_bushing,top_from_half,-2.0,2/12,298.0,,,,,,,,,,,,,,,
SW_door_hardware_plastic_bushing_05_R02,door_hardware_step_repositioned,door_local_coordinate,R,2,,,,,validated_exact_door_hardware_step,real hardware geometry from selected gold door assembly; y position follows door-local relation,,,467.0,339.0,-7.0,,,,,,,,,,,,,,,,,,,,,,,13.0,7.0,13.0,,,,298.0,,C:\sw16029_standard_ascii\door_2_12_assembly_exact.step,,,plastic_bushing,bottom_from_half,2.0,2/12,298.0,,,,,,,,,,,,,,,
SW_door_hardware_door_hinge_pin_06_R02,door_hardware_step_repositioned,door_local_coordinate,R,2,,,,,validated_exact_door_hardware_step,real hardware geometry from selected gold door assembly; y position follows door-local relation,,,467.0,327.3,-7.0,,,,,,,,,,,,,,,,,,,,,,,6.0,87.0,6.0,,,,298.0,,C:\sw16029_standard_ascii\door_2_12_assembly_exact.step,,,door_hinge_pin,bottom_from_half,-9.7,2/12,298.0,,,,,,,,,,,,,,,
SW_door_hardware_hinge_retainer_plate_07_R02,door_hardware_step_repositioned,door_local_coordinate,R,2,,,,,validated_exact_door_hardware_step,real hardware geometry from selected gold door assembly; y position follows door-local relation,,,467.0,605.3,-7.724,,,,,,,,,,,,,,,,,,,,,,,10.0,0.8,8.553,,,,298.0,,C:\sw16029_standard_ascii\door_2_12_assembly_exact.step,,,hinge_retainer_plate,top_from_half,-29.7,2/12,298.0,,,,,,,,,,,,,,,
SW_door_hardware_hinge_retainer_plate_08_R02,door_hardware_step_repositioned,door_local_coordinate,R,2,,,,,validated_exact_door_hardware_step,real hardware geometry from selected gold door assembly; y position follows door-local relation,,,467.0,366.2,-7.724,,,,,,,,,,,,,,,,,,,,,,,10.0,0.8,8.553,,,,298.0,,C:\sw16029_standard_ascii\door_2_12_assembly_exact.step,,,hinge_retainer_plate,bottom_from_half,29.2,2/12,298.0,,,,,,,,,,,,,,,
SW_door_hardware_electric_lock_hook_09_R02,door_hardware_step_repositioned,door_local_coordinate,R,2,,,,,validated_exact_door_hardware_step,real hardware geometry from selected gold door assembly; y position follows door-local relation,,,55.0,486.0,-25.944,,,,,,,,,,,,,,,,,,,,,,,20.55,34.04,29.288,,,,298.0,,C:\sw16029_standard_ascii\door_2_12_assembly_exact.step,,,electric_lock_hook,center_offset,0.0,2/12,298.0,,,,,,,,,,,,,,,
SW_exact_sheetmetal_door_panel_door_2_12_panel_template_R02,door_module,door_local_coordinate,R,2,,,337.0,635.0,validated_solidworks_panel_step,"door drives panel, weldment, rib, lock, hinge and local hardware references",,,258.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.0,door_2_12_panel_template,C:\sw16029_standard_ascii\door_2_12_assembly.step,,1.0,,,,,298.0,437.0,475.4,334.4,0.8,15.0,55.0,486.0,enabled_by_2_12_dxf_and_step_signature,467.0,,,,,,
META_left_vertical_bend_R02,door_bend_semantic_feature,door_local_coordinate,R,2,39.4,40.6,337.0,635.0,ordinary_door_bend_semantic_gold_verified,left side return bend; flat extra each side = 19.2; semantic feature verified from ordinary 1/12..6/12 DXF flat size and generated formed bbox,,,40.0,486.0,0.8,,,,,,,,,,,,,,,,,,,,,,,1.2,298.0,1.2,,,,298.0,,,,,,,,,,,475.4,334.4,0.8,15.0,,,,,left_vertical_bend,1.0,19.2,298.0,90,Y
